,statement,source,link,veracity
14622,"""I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.""",Lincoln Chafee,/rhode-island/statements/2010/jul/27/lincoln-chafee/chafee-says-schilling-faked-bloody-sock/,False
14623,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,Marc Morial,/truth-o-meter/statements/2010/jul/27/marc-morial/marc-morial-correct-unemployment-rates-whites-blac/,True
14624,"People in the top tax bracket, ""these so-called wealthy, most of them are small-business owners.""",Stephen Hayes,/truth-o-meter/statements/2010/jul/27/stephen-hayes/so-called-wealthy-are-actually-small-business-owne/,Mostly False
14625,"""For every dollar we put in unemployment, it pays back about $1.60.""",Jeanne Shaheen,/truth-o-meter/statements/2010/jul/27/jeanne-shaheen/lawmaker-claims-unemployment-benefits-boost-econom/,Half-True
14626,"""We've seen six months of positive job growth by the private sector.""",Timothy Geithner,/truth-o-meter/statements/2010/jul/27/timothy-geithner/geithner-claims-us-had-six-months-positive-job-gro/,True
14627,"""Ohio’s electricity rates are 10 percent below the national average.""",Ted Strickland,/ohio/statements/2010/jul/27/ted-strickland/ohio-gov-ted-strickland-says-states-electricity-ra/,Mostly True
14628,"Jim Marshall ""votes liberal in Washington ... and we aren't fooled.""",Austin Scott,/georgia/statements/2010/jul/27/austin-scott/congressman-votes-liberal-opponent-says/,Mostly False
14629,"Says Bill White's program to bring dropouts back to school was ""so successful that almost every city in our state has replicated"" it.",Leticia Van de Putte,/texas/statements/2010/jul/27/leticia-van-de-putte/leticia-van-de-putte-says-bill-whites-efforts-cut-/,Half-True
14630,"""My 7-step plan"" creates 700,000 jobs in 7 years.",Rick Scott,/florida/statements/2010/jul/26/rick-scott/rick-scott-touts-7-7-7-plan-create-700000-jobs-sev/,Mostly True
14631,"Shirley Sherrod ""was forced to resign before anybody on Fox said a word about this.""",Stephen Hayes,/truth-o-meter/statements/2010/jul/26/stephen-hayes/stephen-hayes-defends-fox-handling-sherrod-story/,Mostly True
14632,"""Jane Norton supported the largest tax hike in Colorado history.""",Americans for Job Security,/truth-o-meter/statements/2010/jul/26/americans-job-security/jane-norton-supported-referendum-c-so-did-voters/,Half-True
14633,"The ""state bureaucracy"" Jane Norton managed ""grew by $43 million in just three years.""",Americans for Job Security,/truth-o-meter/statements/2010/jul/26/americans-job-security/jane-nortons-public-health-and-environment-departm/,Half-True
14634,"""Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent.""",Jane Norton,/truth-o-meter/statements/2010/jul/26/jane-norton/ken-bucks-budget-increased-commissioners-said-it-w/,Mostly True
14635,"In New Mexico, Democratic gubernatorial candidate Diane Denish ""spent federal stimulus funds on campaign Christmas cards.""",Susana Martinez,/truth-o-meter/statements/2010/jul/26/susana-martinez/new-mexico-gubernatorial-race-susana-martinez-accu/,Half-True
14636,"Says his office ""has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.""",Richard Cordray,/ohio/statements/2010/jul/26/richard-cordray/wall-street-businesses-have-returned-money-ohio-ri/,Half-True
14637,"Karen Handel ""would have felt like it was OK to go in and abort"" Sarah Palin's son Trig, who has Down syndrome.",Melanie Crozier,/georgia/statements/2010/jul/26/melanie-crozier/abortion-group-says-gop-gubernatorial-hopeful-kare/,Pants on Fire!
14638,"""Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""",John King,/texas/statements/2010/jul/26/john-king/cnns-john-king-says-latinos-will-outnumber-anglos-/,True
14639,"Says that Lee Fisher once said, ""I never met a gun control bill I didn’t like.""",Rob Portman,/ohio/statements/2010/jul/25/rob-portman/lee-fisher-never-made-infamous-gun-statement/,False
14640,"Georgia is ""the Saudi Arabia of pine trees.""",Georgia politicians,/georgia/statements/2010/jul/25/georgia-politicians/politicans-claim-georgia-pine-trees-what-saudi-ara/,Mostly False
14641,"""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale.""",Wendy Davis,/texas/statements/2010/jul/25/wendy-davis/wendy-davis-says-texas-commission-environmental-qu/,Half-True
14642,Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.,Sherrod Brown,/ohio/statements/2010/jul/25/sherrod-brown/sherrod-brown-touts-job-grown-during-clinton-presi/,True
14643,"Because of union rules, cooks helpers moved into DMV jobs they were not trained for",John Robitaille,/rhode-island/statements/2010/jul/25/john-robitaille/robitaille-says-union-rules-allowed-cooks-helpers-/,Half-True
14644,"""The Arizona law basically parrots the federal immigration law.""",Tom Ganley,/ohio/statements/2010/jul/24/tom-ganley/congressional-candidate-tom-ganley-says-arizonas-n/,Mostly True
14645,"""Education Week rates Ohio schools in the top five in the nation.""",Yvette McGee Brown,/ohio/statements/2010/jul/24/yvette-mcgee-brown/lieutenant-governor-candidate-mcgee-brown-boasts-o/,True
14646,"""In the 18th Congressional District, 100% of electric generation comes from coal.""",Bob Gibbs,/ohio/statements/2010/jul/24/bob-gibbs/house-candidate-bob-gibbs-touts-coal-power-generat/,True
14647,On debating.,Rick Perry,/texas/statements/2010/jul/24/rick-perry/perry-debated-2002-even-though-his-opponent-didnt-/,Full Flop
14648,"""Attorney General Eric Holder is involved in the dismissal of the criminal charges"" against the New Black Panther Party for voter intimidation",Bill O'Reilly,/truth-o-meter/statements/2010/jul/23/bill-oreilly/bill-oreilly-blames-obama-administration-not-pursu/,False
14649,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""",Maurice Ferre,/florida/statements/2010/jul/23/maurice-ferre/ferre-half-true-chinas-rise-energy-leader/,Half-True
14650,"""Of all the illegals in America, more than half come through Arizona.""",John McCain,/truth-o-meter/statements/2010/jul/23/john-mccain/mccain-campaign-ad-claims-more-half-illegal-immigr/,Mostly False
14651,"Marco Rubio's ""economic proposals will add $3.5 trillion to the federal deficit.""",Rachel Maddow,/florida/statements/2010/jul/23/rachel-maddow/rachel-maddow-and-marco-rubio-come-out-swinging-cl/,Mostly True
14652,"""The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.""",John Boehner,/ohio/statements/2010/jul/23/john-boehner/john-boehner-gop-claims-federal-taxpayers-will-fun/,False
14653,"""In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.""",Ted Strickland,/ohio/statements/2010/jul/23/ted-strickland/ted-stricklands-claim-about-increased-school-fundi/,False
14654,"""Since 1904, the Ohio victor has won the presidency 25 out of 27 times """,John Kasich,/ohio/statements/2010/jul/23/john-kasich/ohios-voter-opinions-steady-bellwether-presidentia/,True
14655,"""Recent data showed Nevada ranks 50th in the money received from"" the stimulus bill.",American Crossroads,/truth-o-meter/statements/2010/jul/23/american-crossroads/american-crossroads-ad-attacking-reid-stimulus-use/,False
14656,"""The War in Afghanistan is officially the longest war Americans have ever been asked to endure.""",Dennis Kucinich,/ohio/statements/2010/jul/23/dennis-kucinich/rep-dennis-kucinich-calls-end-americas-longest-war/,True
14657,"GOP candidate for governor Nathan Deal ""is a former Clinton Democrat.""",Karen Handel,/georgia/statements/2010/jul/23/karen-handel/gop-candidate-governor-karen-handel-calls-opponent/,Mostly False
14658,"""It turns out that Texas has an $18 billion budget shortfall and can't afford its new science textbooks.""",Stephen Colbert,/texas/statements/2010/jul/23/stephen-colbert/stephen-colbert-says-texas-cant-afford-new-science/,Mostly True
14659,"The lieutenant governor has the power to be an ""economic ambassador"" and ""negotiate"" on economic development",Jeremy Kapstein,/rhode-island/statements/2010/jul/23/jeremy-kapstein/kapstein-says-lieutenant-governor-has-power-negoti/,Half-True
14660,"Democrats in the 1930s wanted President Franklin Roosevelt ""to be more conservative.""",George Will,/truth-o-meter/statements/2010/jul/22/george-will/george-will-says-democrats-1930s-wanted-fdr-be-mor/,Half-True
14661,"Obama's dog has his ""own plane""",Bloggers,/truth-o-meter/statements/2010/jul/22/blog-posting/bloggers-claim-bo-flies-his-own-plane/,False
14662,"""Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.""",Mike Pence,/truth-o-meter/statements/2010/jul/22/mike-pence/mike-pence-says-democrats-want-all-bush-tax-cuts-e/,False
14663,"By 12th grade, ""more than 3 out of 10 girls have been pregnant at least once.""",Georgia Association of Homes and Services for Children,/georgia/statements/2010/jul/22/georgia-association-homes-and-services-children/group-says-more-3-out-10-girls-have-been-pregnant-/,Half-True
14664,"""We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.""",Rick Perry,/texas/statements/2010/jul/22/rick-perry/rick-perry-says-texas-has-high-percentage-students/,Mostly False
14665,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""",Alex Sink,/florida/statements/2010/jul/21/alex-sink/alex-sink-says-house-gop-rushed-through-pro-oil-dr/,True
14666,"Maurice Ferre says Kendrick Meek ""has voted 98.6 percent of the time with the Democrat party.""",Maurice Ferre,/florida/statements/2010/jul/21/maurice-ferre/ferre-meek-hews-democrat-votes/,True
14667,"""Sixty percent of the Hispanics"" support the Arizona immigration law",Russell Pearce,/truth-o-meter/statements/2010/jul/21/russell-pearce/immigration-law-author-claims-60-percent-arizona-h/,Pants on Fire!
14668,"""I never called for a partition"" of Iraq.",Joe Biden,/truth-o-meter/statements/2010/jul/21/joe-biden/joe-biden-says-he-never-called-partition-iraq/,True
14669,"""Today, we have two Vietnams, side by side, North and South, exchanging and working.""",Sheila Jackson Lee,/texas/statements/2010/jul/21/sheila-jackson-lee/sheila-jackson-lee-says-there-are-two-vietnams-nor/,False
14670,"Opponent Holly Benson said that ""Just because you're poor doesn't mean you're unhealthy, it just means you have a lot more time to go running.""",Pam Bondi,/florida/statements/2010/jul/20/pam-bondi/holly-benson-once-said-poor-people-have-time-run-o/,Mostly True
14671,"""The health care numbers are going up.""",Joe Biden,/truth-o-meter/statements/2010/jul/20/joe-biden/joe-biden-says-health-care-approval-increasing/,Mostly False
14672,"""We're not engaged in nation-building"" in Afghanistan.",Joe Biden,/truth-o-meter/statements/2010/jul/20/joe-biden/joe-biden-says-us-not-engaged-nation-building-afgh/,Half-True
14673,"""Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.""",Barney Simms,/georgia/statements/2010/jul/20/barney-simms/are-former-atlanta-tenants-flooding-suburbs/,True
14674,"Transporting drugs ""is the price of admission"" for people crossing the border illegally.",John Loughlin,/rhode-island/statements/2010/jul/20/john-loughlin/loughlin-says-carrying-drugs-price-people-have-pay/,Pants on Fire!
14675,"""Rick Scott's company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.""",Bill McCollum,/florida/statements/2010/jul/19/bill-mccollum/rick-scott-playboy-connection/,Mostly False
14676,"Russ Feingold ""voted against the law that protected our lakes"" and ""was the only Great Lakes senator to vote no.""",Ron Johnson,/truth-o-meter/statements/2010/jul/19/ron-johnson/ron-johnson-campaign-ad-blasts-russ-feingold-recor/,Mostly False
14677,"""We don't get a lot of calls from this White House… I have, frankly, never had a call from them.""",Rick Perry,/texas/statements/2010/jul/19/rick-perry/governor-rick-perry-says-hes-never-fielded-phone-c/,Pants on Fire!
14678,"Providence has ""the lowest crime rate in three decades.""",David Cicilline,/rhode-island/statements/2010/jul/19/david-cicilline/cicilline-says-providence-crime-rate-lowest-30-yea/,True
14679,"Some city of Atlanta employees ""have not had raises in eight years.""",Charles Clark,/georgia/statements/2010/jul/18/charles-clark/union-leader-says-atlanta-hasnt-been-fair-some-emp/,False
14680,"""Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.""",Bill White,/texas/statements/2010/jul/18/bill-white/white-says-perry-accepted-more-stimulus-funds-ever/,Mostly True
14681,"""There have been 30 published polls in this election cycle and Harry Reid's been trailing in every single one.""",John Cornyn,/texas/statements/2010/jul/17/john-cornyn/reid-only-clearly-trailing-two-thirds-polls/,False
14682,"Bill McCollum ""diverted a state plane to his home 53 times. A state auditor called it: likely a misuse of state resources.""",Let's Get To Work,/florida/statements/2010/jul/16/lets-get-work/rick-scott-group-goes-after-air-mccollum-new-tv-ad/,Mostly False
14683,"As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as ""$220,000 to renovate a Maine Blueberry farm"" and ""$5.8 million for a Vermont snowmobile trail.""",John McCain,/truth-o-meter/statements/2010/jul/16/john-mccain/john-mccain-labels-jd-hayworth-avid-earmarker/,Mostly True
14684,"The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover ""any legal abortion.""",National Right to Life Committee,/truth-o-meter/statements/2010/jul/16/national-right-life-committee/abortions-pennsylvania-paid-federal-dollars-not-so/,False
14685,"""Forty cents of every dollar being spent by the federal government is being borrowed from my children.""",Marco Rubio,/florida/statements/2010/jul/16/marco-rubio/marco-rubios-favorite-statistic/,True
14686,"""Illegal aliens are costing Georgia taxpayers over a billion dollars every year.""",Nathan Deal,/georgia/statements/2010/jul/16/nathan-deal/nathan-deal-says-immigration-costs-georgians-more-/,Half-True
14687,"He has ""ushered in $3 billion in new investment.""",David Cicilline,/rhode-island/statements/2010/jul/16/david-cicilline/cicilline-says-he-ushered-3-billion-providence-dev/,False
14688,"""We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.""",David Axelrod,/truth-o-meter/statements/2010/jul/15/david-axelrod/david-axelrod-says-us-will-have-40-percent-global-/,Half-True
14689,"Dan Gelber's employment by BP's law firm ""could disqualify him from representing Florida against BP as Attorney General.""",Dave Aronberg,/florida/statements/2010/jul/15/dave-aronberg/dan-gelber-and-his-ties-bp-questioned-opponent/,Mostly False
14690,"""Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs.""",John Boehner,/ohio/statements/2010/jul/15/john-boehner/john-boehner-says-obama-has-presided-over-private-/,Half-True
14691,"""We went from losing 3 million jobs in the last six months of the Bush Administration,"" adding almost 600,000 private sector jobs in the first six months of the year.",Joe Biden,/truth-o-meter/statements/2010/jul/15/joe-biden/joe-biden-lauds-obamas-job-creation-record/,Mostly True
14692,"""I said no to higher taxes and fees.""",Ellyn Bogdanoff,/florida/statements/2010/jul/15/ellyn-bogdanoff/bogdanoff-said-she-was-against-taxes-omits-votes/,Mostly False
14693,"Phoenix is the kidnapping capital ""of the Western Hemisphere.""",Helen Glover,/rhode-island/statements/2010/jul/15/helen-glover/helen-glover-says-phoenix-kidnap-capital-western-h/,False
14694,"""We're spending $1 trillion a year on our foreign policy.""",Ron Paul,/truth-o-meter/statements/2010/jul/15/ron-paul/ron-paul-says-us-spends-1-trillion-foreign-policy/,True
14695,"""Ken Hodges badly botched this investigation and, as a result, justice wasn't done in this case.""",Rob Teilhet,/georgia/statements/2010/jul/15/rob-teilhet/candidate-says-opponent-botched-prosecution-fatal-/,False
14696,"Says Texas has one state inspector for every 4,500 oil and gas wells.",Jeff Weems,/texas/statements/2010/jul/15/jeff-weems/democrat-weems-says-texas-has-one-inspector-every-/,True
14697,"""$120,000 will be spent by taxpayers on Charlie Crist's political photo-op special session.""",Marco Rubio,/florida/statements/2010/jul/14/marco-rubio/rubio-says-special-session-120000-photo-op-crist/,Mostly True
14698,"""Most"" of the Bush tax cuts went to people ""in the top 3 percent of this country.""",Jim McDermott,/truth-o-meter/statements/2010/jul/14/jim-mcdermott/jim-mcdermott-says-3-percent-got-majority-benefit-/,Half-True
14699,Secretary of State A. Ralph Mollis wrongly takes credit for small-business program,Leonidas Raptakis,/rhode-island/statements/2010/jul/14/leonidas-raptakis/raptakis-says-mollis-wrongly-takes-credit-small-bu/,Half-True
14700,"""Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.""",Charlie Crist,/florida/statements/2010/jul/14/charlie-crist/crist-stands-firm-gun-rights/,True
14701,"Says Democratic opponent is ""too Republican to stand up for us.""",Vincent Fort,/georgia/statements/2010/jul/14/vincent-fort/fort-contends-opponet-republican-democratic-clothi/,Mostly False
14702,"“In Rick Perry’s Texas, we import nurses ... from other countries.”",Bill White,/texas/statements/2010/jul/14/bill-white/white-perrys-texas-we-import-nurses/,Half-True
14703,"Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007.""",Ed Gillespie,/truth-o-meter/statements/2010/jul/14/ed-gillespie/gillespie-touts-bush-record-taxes-job-creation/,Mostly True
14704,"Republicans extended unemployment insurance under President Bush ""when he asked to extend unemployment insurance.""",David Axelrod,/truth-o-meter/statements/2010/jul/13/david-axelrod/republicans-supported-unemployment-under-bush/,Mostly True
14705,"On whether BP's $20 billion fund to compensate oil spill victims is ""a slush fund.""",Sharron Angle,/truth-o-meter/statements/2010/jul/13/sharron-angle/sharron-angle-flip-flops-bp-oil-spill-slush-fund/,Full Flop
14706,"Says that President Obama said if Congress passed the economic stimulus bill, ""we would have unemployment at 8 percent and no higher. And it went higher.""",George Will,/truth-o-meter/statements/2010/jul/13/george-will/will-obama-said-stimulus-would-cap-unemployment-8-/,Mostly False
14707,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""",John Thrasher,/florida/statements/2010/jul/13/john-thrasher/john-thrasher-takes-credit-pushing-jim-greer-rpof/,True
14708,"""To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.""",John Oxendine,/georgia/statements/2010/jul/13/john-oxendine/gov-hopeful-john-oxendine-said-heath-care-unconsti/,Half-True
14709,"""Only about a third"" of Texans who enroll in college graduate.",Scott Hochberg,/texas/statements/2010/jul/13/scott-hochberg/hochberg-says-only-one-third-texas-college-student/,True
14710,"""Forty percent of the undocumented workers in this country"" entered the U.S. legally and ""overstayed their visa.""",Luis Gutierrez,/truth-o-meter/statements/2010/jul/12/luis-gutierrez/democratic-rep-gutierrez-says-40-percent-illegal-i/,Mostly True
14711,Says Gov. Rick Perry is “by far and away the highest-paid state employee on an hourly basis.”,Bill White,/texas/statements/2010/jul/12/bill-white/white-citing-available-schedule-says-perry-far-and/,Pants on Fire!
14712,"""John Oxendine is under a state ethics investigation because he illegally funneled more than $120,000 to his campaign from shady insurance political action committees in Alabama.""",Karen Handel,/georgia/statements/2010/jul/12/karen-handel/gubernatorial-candidate-karen-handel-said-rival-jo/,Half-True
14713,Rhode Island voters are moving away from the Democratic party to non-affiliation,Anthony Gemma,/rhode-island/statements/2010/jul/12/anthony-gemma/gemma-says-democrat-ranks-are-thinning-voters-shed/,False
14714,"""Sen. McConnell offered a fully paid two-month extension of unemployment insurance.""",John Cornyn,/texas/statements/2010/jul/11/john-cornyn/mcconnell-proposed-extending-unemployment-benefits/,True
14715,"Blue Cross headquarters has ""a $30,000 granite table.""",Stephen Archambault,/rhode-island/statements/2010/jul/11/steve-archambault/archambault-says-blue-cross-headquarters-has-30000/,Pants on Fire!
14716,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""",Roy Barnes,/georgia/statements/2010/jul/11/roy-barnes/former-governor-roy-barnes-said-georgia-passed-lau/,Mostly True
14717,Tarpon Springs takes its homeless to St. Petersburg.,Leslie Curran,/florida/statements/2010/jul/09/leslie-curran/city-council-chairwoman-leslie-curran-says-tarpon-/,False
14718,"""The top 1 percent pay over half of the entire revenue for this country.""",Trent Franks,/truth-o-meter/statements/2010/jul/09/trent-franks/trent-franks-says-top-1-percent-pays-over-half-ent/,False
14719,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",Sarah Palin,/truth-o-meter/statements/2010/jul/09/sarah-palin/palin-says-us-ranks-25th-defense-spending-ranking/,Mostly False
14720,"""We spend three times more on entitlements and debt services than we do on defense.""",Sarah Palin,/truth-o-meter/statements/2010/jul/09/sarah-palin/palin-says-us-spends-three-times-more-entitlements/,True
14721,"""Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.""",Keith Olbermann,/truth-o-meter/statements/2010/jul/09/keith-olbermann/olbermann-says-oil-and-gas-subsidies-account-88-pe/,False
14722,"Says Rep. Ken Legler ""voted against installing fire sprinklers and emergency power generators in nursing homes.""",Boyd Richie,/texas/statements/2010/jul/09/boyd-richie/texas-democratic-party-chairman-says-rep-ken-legle/,Mostly False
14723,On tax breaks for businesses,Roy Barnes,/georgia/statements/2010/jul/09/roy-barnes/barnes-now-opposes-some-business-tax-breaks-he-onc/,Half Flip
14724,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",Gina Raimondo,/rhode-island/statements/2010/jul/09/gina-raimondo/raimondo-says-hers-only-venture-capital-company-rh/,True
14725,"""Florida’s high school graduation rate falls well below the national average.""",Alex Sink,/florida/statements/2010/jul/08/alex-sink/alex-sink-says-floridas-grad-rates-are-low/,True
14726,"""At his father's bank, Alexi made tens of millions in risky loans to convicted mobsters. Then, the bank collapsed.""",Mark Kirk,/truth-o-meter/statements/2010/jul/08/mark-kirk/senate-candidate-mark-kirk-says-rival-gave-mobster/,Half-True
14727,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""",Alexi Giannoulias,/truth-o-meter/statements/2010/jul/08/alexi-giannoulias/alexi-giannoulias-says-kirk-mixed-politics-militar/,True
14728,"""Alexi Giannoulias' top aide was a longtime BP lobbyist.""",Mark Kirk,/truth-o-meter/statements/2010/jul/08/mark-kirk/illinois-gop-senate-candidate-tars-opponent-bp-cru/,Mostly False
14729,"""Law enforcement in the state of Arizona supports"" the state's new immigration law.",Jan Brewer,/truth-o-meter/statements/2010/jul/08/jan-brewer/jan-brewer-says-law-enforcement-supports-arizonas-/,Half-True
14730,“The insurance commissioner can’t do squat about health care.”,Ralph Hudgens,/georgia/statements/2010/jul/08/ralph-hudgens/insurance-commissioner-candidate-hudgens-says-offi/,Mostly True
14731,"""Today, Florida is in 50th place in spending on education.""",Bud Chiles,/florida/statements/2010/jul/07/bud-chiles/chiles-needs-schooling-education-rankings/,Half-True
14732,“We are picking up oil with shovels and paper and plastic bags.”,Marco Rubio,/florida/statements/2010/jul/07/marco-rubio/marco-rubio-critical-oil-spill-clean-efforts/,True
14733,"""Crime is down in Arizona.""",Al Hunt,/truth-o-meter/statements/2010/jul/07/al-hunt/bloombergs-al-hunt-says-crime-down-arizona/,True
14734,"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""",John McCain,/truth-o-meter/statements/2010/jul/07/john-mccain/john-mccain-said-barack-obama-voted-against-part-i/,Mostly True
14735,"""As Washington debates cracking down on the big Wall Street banks, I’ve passed legislation that does so.""",David Segal,/rhode-island/statements/2010/jul/07/david-segal/segal-says-he-passed-laws-cracking-down-wall-stree/,Mostly False
14736,"""In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the"" world.",Bill White,/texas/statements/2010/jul/07/bill-white/bill-white-says-rick-perry-threatened-secede/,False
14737,"""When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.""",Doug MacGinnitie,/georgia/statements/2010/jul/07/doug-macginnitie/secretary-state-hopeful-doug-macginnitie-said-repu/,Mostly False
14738,"""You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.""",Charlie Crist,/florida/statements/2010/jul/06/charlie-crist/charlie-crists-oil-response-evolved-over-time/,Mostly True
14739,"""There are mechanisms in place to shut down the Internet privately.""",Andrew Napolitano,/truth-o-meter/statements/2010/jul/06/andrew-napolitano/glenn-beck-host-says-obama-may-soon-be-able-shut-d/,Half-True
14740,"Japan's ""interest on its own debt"" is ""25 percent of its national budget""",Daniel Senor,/truth-o-meter/statements/2010/jul/06/daniel-senor/senor-inflates-japans-interest-payments/,False
14741,"""President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.""",Jorge Ramos,/truth-o-meter/statements/2010/jul/06/jorge-ramos/obama-deported-more-people-his-first-year-bush-did/,Mostly True
14742,"Said he is the only Democratic candidate for state attorney general who has ""represented the entire state of Georgia.""",Rob Teilhet,/georgia/statements/2010/jul/06/rob-teilhet/did-lawmaker-cobb-represent-entire-state/,Mostly False
14743,"""I’m running against a groundhog. He saw his shadow on the primary day, and no one has seen him since.""",Jeff Weems,/texas/statements/2010/jul/06/jeff-weems/democrat-jeff-weems-says-republican-foe-has-been-o/,Mostly False
14744,"Says state Rep. Jim Keffer, a GOP lieutenant to House Speaker Joe Straus, ""did mail pieces for Democrat Mark Strama to help him defeat"" a Republican.",David Barton,/texas/statements/2010/jul/05/david-barton/gops-david-barton-says-republican-legislator-did-a/,Mostly True
14745,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, “are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.”",David Barton,/texas/statements/2010/jul/05/david-barton/barton-says-two-gop-house-chairs-did-events-helpin/,Half-True
14746,"John McCain ""began his career in Washington as a lobbyist when he was appointed in 1976 as the Navy's liaison to the United States Senate.""",J.D. Hayworth,/truth-o-meter/statements/2010/jul/05/jd-hayworth/hayworth-claims-mccain-was-lobbyist-too-us-navy/,Half-True
14747,"""Powerful Houston Democrats Sylvia Garcia (Democrat county commissioner in Harris County) and Elyse Lanie(r) (wife of the former liberal Democrat mayor Bob Lanier) sponsored a Democrat fundraiser for Speaker (Joe) Straus with numerous Democrat officials and high-ranking union officials.""",David Barton,/texas/statements/2010/jul/05/david-barton/david-barton-says-houston-democrats-teamed-raise-m/,Mostly False
14748,“I have filed every disclosure that has ever been required.”,Gail Buckner,/georgia/statements/2010/jul/05/gail-buckner/financial-disclosure-becomes-issue-democratic-race/,True
14749,Says Republican lieutenants to House Speaker Joe Straus “aired radio ads supporting Democrat(ic state Rep.) Mark Homer... helping the Democrat to a narrow win.”,David Barton,/texas/statements/2010/jul/05/david-barton/gop-activist-says-three-republican-house-members-d/,Mostly True
14750,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Democratic Governors Association,/rhode-island/statements/2010/jul/05/democratic-governors-association/democrats-say-chafee-would-tax-amputee-veterans/,True
14751,"Says his GOP challenger, Doug MacGinnitie, ""hadn’t voted in a Republican primary for almost 20 years until 2008.",Brian Kemp,/georgia/statements/2010/jul/04/brian-kemp/secretary-state-brian-kemp-says-challenger-didnt-v/,False
14752,"""We’re No. 1 in child hunger.""",Carol Morgan,/texas/statements/2010/jul/03/carol-morgan/morgan-says-were-no-1-child-hunger/,True
14753,"""I have spent virtually every weekend since Memorial Day in the Panhandle.""",Charlie Crist,/florida/statements/2010/jul/02/charlie-crist/charlie-crist-camps-out-floridas-emerald-coast/,True
14754,"""Today, we have more boots on the ground near the Southwest border than at any time in our history.""",Barack Obama,/truth-o-meter/statements/2010/jul/02/barack-obama/us-has-more-border-patrol-agents-border-mexico-eve/,Mostly True
14755,"The U.S. deficit ""increases at $3 million per second.""",Bill Clegg,/rhode-island/statements/2010/jul/02/bill-clegg/clegg-claims-federal-deficit-growing-rate-3-millio/,False
14756,"""Georgia has the most restrictive ballot access laws in the country.”",Mary Norwood,/georgia/statements/2010/jul/02/mary-n/norwood-says-georgia-has-most-restrictive-ballot-a/,True
14757,On the use of presidentially appointed commissions.,Barack Obama,/truth-o-meter/statements/2010/jul/01/barack-obama/obama-flip-flops-use-presidential-commissions/,Full Flop
14758,"""West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.""",Ron Klein,/florida/statements/2010/jul/01/ron-klein/klein-lumps-all-wests-donors-together/,False
14759,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",Judson Hill,/georgia/statements/2010/jul/01/judson-hill/state-senator-said-hes-fighting-obama-health-care/,Half-True
